Adjusted for Inflation Flag,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (For Charting),Year (copy)
,,,Other Tapes,Value (Adjusted),2009,2009,,,1,,,2009
,,,Other Tapes,Value (Adjusted),2010,2010,,,1,,,2010
,,,Other Tapes,Value (Adjusted),2011,2011,,,1,,,2011
,,,Other Tapes,Value (Adjusted),2012,2012,,,1,,,2012
,,,Other Tapes,Value (Adjusted),2013,2013,,,1,,,2013
,,,Other Tapes,Value (Adjusted),2014,2014,,,1,,,2014
,,,Other Tapes,Value (Adjusted),2015,2015,,,1,,,2015
,,,Other Tapes,Value (Adjusted),2016,2016,,,1,,,2016
,,,Other Tapes,Value (Adjusted),2017,2017,,,1,,,2017
,,,Other Tapes,Value (Adjusted),2018,2018,,,1,,,2018
,,,Other Tapes,Value (Adjusted),2019,2019,,,1,,,2019
,,,Paid Subscription,Value (Adjusted),1973,1973,,,1,,,1973
,,,Paid Subscription,Value (Adjusted),1974,1974,,,1,,,1974
,,,Paid Subscription,Value (Adjusted),1975,1975,,,1,,,1975
,,,Paid Subscription,Value (Adjusted),1976,1976,,,1,,,1976
,,,Paid Subscription,Value (Adjusted),1977,1977,,,1,,,1977
,,,Paid Subscription,Value (Adjusted),1978,1978,,,1,,,1978
,,,Paid Subscription,Value (Adjusted),1979,1979,,,1,,,1979
,,,Paid Subscription,Value (Adjusted),1980,1980,,,1,,,1980
,,,Paid Subscription,Value (Adjusted),1981,1981,,,1,,,1981
,,,Paid Subscription,Value (Adjusted),1982,1982,,,1,,,1982
,,,Paid Subscription,Value (Adjusted),1983,1983,,,1,,,1983
,,,Paid Subscription,Value (Adjusted),1984,1984,,,1,,,1984
,,,Paid Subscription,Value (Adjusted),1985,1985,,,1,,,1985
,,,Paid Subscription,Value (Adjusted),1986,1986,,,1,,,1986
,,,Paid Subscription,Value (Adjusted),1987,1987,,,1,,,1987
,,,Paid Subscription,Value (Adjusted),1988,1988,,,1,,,1988
,,,Paid Subscription,Value (Adjusted),1989,1989,,,1,,,1989
,,,Paid Subscription,Value (Adjusted),1990,1990,,,1,,,1990
,,,Paid Subscription,Value (Adjusted),1991,1991,,,1,,,1991
,,,Paid Subscription,Value (Adjusted),1992,1992,,,1,,,1992
,,,Paid Subscription,Value (Adjusted),1993,1993,,,1,,,1993
,,,Paid Subscription,Value (Adjusted),1994,1994,,,1,,,1994
,,,Paid Subscription,Value (Adjusted),1995,1995,,,1,,,1995
,,,Paid Subscription,Value (Adjusted),1996,1996,,,1,,,1996
,,,Paid Subscription,Value (Adjusted),1997,1997,,,1,,,1997
,,,Paid Subscription,Value (Adjusted),1998,1998,,,1,,,1998
,,,Paid Subscription,Value (Adjusted),1999,1999,,,1,,,1999
,,,Paid Subscription,Value (Adjusted),2000,2000,,,1,,,2000
,,,Paid Subscription,Value (Adjusted),2001,2001,,,1,,,2001
,,,Paid Subscription,Value (Adjusted),2002,2002,,,1,,,2002
,,,Paid Subscription,Value (Adjusted),2003,2003,,,1,,,2003
,,,Paid Subscription,Value (Adjusted),2004,2004,,,1,,,2004
,,,Paid Subscription,Value (Adjusted),2005,2005,,$195.3M,1,195.309904762,195.309904762,2005
,,,Paid Subscription,Value (Adjusted),2006,2006,,$261.5M,1,261.490443452,261.490443452,2006
,,,Paid Subscription,Value (Adjusted),2007,2007,,$288.6M,1,288.585325615,288.585325615,2007
,,,Paid Subscription,Value (Adjusted),2008,2008,,$262.9M,1,262.896753877,262.896753877,2008
,,,Paid Subscription,Value (Adjusted),2009,2009,,$245.7M,1,245.722059132,245.722059132,2009
,,,Paid Subscription,Value (Adjusted),2010,2010,,$249.0M,1,249.025694317,249.025694317,2010
,,,Paid Subscription,Value (Adjusted),2011,2011,,$281.6M,1,281.639931715,281.639931715,2011
,,,Paid Subscription,Value (Adjusted),2012,2012,,$445.3M,1,445.276306223,445.276306223,2012
,,,Paid Subscription,Value (Adjusted),2013,2013,,$706.0M,1,706.011657475,706.011657475,2013
,,,Paid Subscription,Value (Adjusted),2014,2014,,$831.8M,1,831.834027499,831.834027499,2014
,,,Paid Subscription,Value (Adjusted),2015,2015,$1.2B,,1,1247.676868955,1247.676868955,2015
,,,Paid Subscription,Value (Adjusted),2016,2016,$2.4B,,1,2390.487544774,2390.487544774,2016
,,,Paid Subscription,Value (Adjusted),2017,2017,$3.7B,,1,3651.028326883,3651.028326883,2017
,,,Paid Subscription,Value (Adjusted),2018,2018,$4.7B,,1,4740.333580635,4740.333580635,2018
,,,Paid Subscription,Value (Adjusted),2019,2019,$5.9B,,1,5934.397625188,5934.397625188,2019
,,,Ringtones & Ringbacks,Value (Adjusted),1973,1973,,,1,,,1973
,,,Ringtones & Ringbacks,Value (Adjusted),1974,1974,,,1,,,1974
,,,Ringtones & Ringbacks,Value (Adjusted),1975,1975,,,1,,,1975
,,,Ringtones & Ringbacks,Value (Adjusted),1976,1976,,,1,,,1976
,,,Ringtones & Ringbacks,Value (Adjusted),1977,1977,,,1,,,1977
,,,Ringtones & Ringbacks,Value (Adjusted),1978,1978,,,1,,,1978
,,,Ringtones & Ringbacks,Value (Adjusted),1979,1979,,,1,,,1979
,,,Ringtones & Ringbacks,Value (Adjusted),1980,1980,,,1,,,1980
,,,Ringtones & Ringbacks,Value (Adjusted),1981,1981,,,1,,,1981
,,,Ringtones & Ringbacks,Value (Adjusted),1982,1982,,,1,,,1982
,,,Ringtones & Ringbacks,Value (Adjusted),1983,1983,,,1,,,1983
,,,Ringtones & Ringbacks,Value (Adjusted),1984,1984,,,1,,,1984
,,,Ringtones & Ringbacks,Value (Adjusted),1985,1985,,,1,,,1985
,,,Ringtones & Ringbacks,Value (Adjusted),1986,1986,,,1,,,1986
,,,Ringtones & Ringbacks,Value (Adjusted),1987,1987,,,1,,,1987
,,,Ringtones & Ringbacks,Value (Adjusted),1988,1988,,,1,,,1988
,,,Ringtones & Ringbacks,Value (Adjusted),1989,1989,,,1,,,1989
,,,Ringtones & Ringbacks,Value (Adjusted),1990,1990,,,1,,,1990
,,,Ringtones & Ringbacks,Value (Adjusted),1991,1991,,,1,,,1991
,,,Ringtones & Ringbacks,Value (Adjusted),1992,1992,,,1,,,1992
,,,Ringtones & Ringbacks,Value (Adjusted),1993,1993,,,1,,,1993
,,,Ringtones & Ringbacks,Value (Adjusted),1994,1994,,,1,,,1994
,,,Ringtones & Ringbacks,Value (Adjusted),1995,1995,,,1,,,1995
,,,Ringtones & Ringbacks,Value (Adjusted),1996,1996,,,1,,,1996
,,,Ringtones & Ringbacks,Value (Adjusted),1997,1997,,,1,,,1997
,,,Ringtones & Ringbacks,Value (Adjusted),1998,1998,,,1,,,1998
,,,Ringtones & Ringbacks,Value (Adjusted),1999,1999,,,1,,,1999
,,,Ringtones & Ringbacks,Value (Adjusted),2000,2000,,,1,,,2000
,,,Ringtones & Ringbacks,Value (Adjusted),2001,2001,,,1,,,2001
,,,Ringtones & Ringbacks,Value (Adjusted),2002,2002,,,1,,,2002
,,,Ringtones & Ringbacks,Value (Adjusted),2003,2003,,,1,,,2003
,,,Ringtones & Ringbacks,Value (Adjusted),2004,2004,,,1,,,2004
,,,Ringtones & Ringbacks,Value (Adjusted),2005,2005,,$551.9M,1,551.89447619,551.89447619,2005
,,,Ringtones & Ringbacks,Value (Adjusted),2006,2006,,$981.3M,1,981.286639881,981.286639881,2006
,,,Ringtones & Ringbacks,Value (Adjusted),2007,2007,$1.3B,,1,1302.08712301,1302.08712301,2007
,,,Ringtones & Ringbacks,Value (Adjusted),2008,2008,$1.2B,,1,1160.236757964,1160.236757964,2008
,,,Ringtones & Ringbacks,Value (Adjusted),2009,2009,,$837.5M,1,837.504670989,837.504670989,2009
,,,Ringtones & Ringbacks,Value (Adjusted),2010,2010,,$525.3M,1,525.251935283,525.251935283,2010
,,,Ringtones & Ringbacks,Value (Adjusted),2011,2011,,$313.9M,1,313.9182774,313.9182774,2011
,,,Ringtones & Ringbacks,Value (Adjusted),2012,2012,,$162.6M,1,162.565728249,162.565728249,2012
,,,Ringtones & Ringbacks,Value (Adjusted),2013,2013,,$107.5M,1,107.548976379,107.548976379,2013
,,,Ringtones & Ringbacks,Value (Adjusted),2014,2014,,$71.6M,1,71.61127201,71.61127201,2014
,,,Ringtones & Ringbacks,Value (Adjusted),2015,2015,,$58.9M,1,58.874581007,58.874581007,2015
,,,Ringtones & Ringbacks,Value (Adjusted),2016,2016,,$60.0M,1,59.998070883,59.998070883,2016
,,,Ringtones & Ringbacks,Value (Adjusted),2017,2017,,$37.0M,1,37.040368455,37.040368455,2017
,,,Ringtones & Ringbacks,Value (Adjusted),2018,2018,,$25.4M,1,25.41009037,25.41009037,2018
,,,Ringtones & Ringbacks,Value (Adjusted),2019,2019,,$21.4M,1,21.426736902,21.426736902,2019
,,,SACD,Value (Adjusted),1973,1973,,,1,,,1973
,,,SACD,Value (Adjusted),1974,1974,,,1,,,1974
,,,SACD,Value (Adjusted),1975,1975,,,1,,,1975
,,,SACD,Value (Adjusted),1976,1976,,,1,,,1976
,,,SACD,Value (Adjusted),1977,1977,,,1,,,1977
,,,SACD,Value (Adjusted),1978,1978,,,1,,,1978
,,,SACD,Value (Adjusted),1979,1979,,,1,,,1979
,,,SACD,Value (Adjusted),1980,1980,,,1,,,1980
,,,SACD,Value (Adjusted),1981,1981,,,1,,,1981
,,,SACD,Value (Adjusted),1982,1982,,,1,,,1982
,,,SACD,Value (Adjusted),1983,1983,,,1,,,1983
,,,SACD,Value (Adjusted),1984,1984,,,1,,,1984
,,,SACD,Value (Adjusted),1985,1985,,,1,,,1985
,,,SACD,Value (Adjusted),1986,1986,,,1,,,1986
,,,SACD,Value (Adjusted),1987,1987,,,1,,,1987
,,,SACD,Value (Adjusted),1988,1988,,,1,,,1988
,,,SACD,Value (Adjusted),1989,1989,,,1,,,1989
,,,SACD,Value (Adjusted),1990,1990,,,1,,,1990
,,,SACD,Value (Adjusted),1991,1991,,,1,,,1991
,,,SACD,Value (Adjusted),1992,1992,,,1,,,1992
,,,SACD,Value (Adjusted),1993,1993,,,1,,,1993
,,,SACD,Value (Adjusted),1994,1994,,,1,,,1994
,,,SACD,Value (Adjusted),1995,1995,,,1,,,1995
,,,SACD,Value (Adjusted),1996,1996,,,1,,,1996
,,,SACD,Value (Adjusted),1997,1997,,,1,,,1997
,,,SACD,Value (Adjusted),1998,1998,,,1,,,1998
,,,SACD,Value (Adjusted),1999,1999,,,1,,,1999
,,,SACD,Value (Adjusted),2000,2000,,,1,,,2000
,,,SACD,Value (Adjusted),2001,2001,,,1,,,2001
,,,SACD,Value (Adjusted),2002,2002,,,1,,,2002
,,,SACD,Value (Adjusted),2003,2003,,$36.5M,1,36.542277717,36.542277717,2003
,,,SACD,Value (Adjusted),2004,2004,,$22.5M,1,22.466417152,22.466417152,2004
,,,SACD,Value (Adjusted),2005,2005,,$13.1M,1,13.09047619,13.09047619,2005
,,,SACD,Value (Adjusted),2006,2006,,$7.0M,1,6.974769345,6.974769345,2006
,,,SACD,Value (Adjusted),2007,2007,,$4.4M,1,4.43977424,4.43977424,2007
,,,SACD,Value (Adjusted),2008,2008,,$3.7M,1,3.681029526,3.681029526,2008
,,,SACD,Value (Adjusted),2009,2009,,$2.9M,1,2.860004568,2.860004568,2009
,,,SACD,Value (Adjusted),2010,2010,,$2.0M,1,1.993143504,1.993143504,2010
,,,SACD,Value (Adjusted),2011,2011,,$1.7M,1,1.704842202,1.704842202,2011
,,,SACD,Value (Adjusted),2012,2012,,$1.5M,1,1.494897613,1.494897613,2012
,,,SACD,Value (Adjusted),2013,2013,,$1.1M,1,1.073719014,1.073719014,2013
,,,SACD,Value (Adjusted),2014,2014,,$0.8M,1,0.82446336,0.82446336,2014
,,,SACD,Value (Adjusted),2015,2015,,$1.1M,1,1.125529098,1.125529098,2015
,,,SACD,Value (Adjusted),2016,2016,,$1.3M,1,1.28555661,1.28555661,2016
,,,SACD,Value (Adjusted),2017,2017,,$0.9M,1,0.887142473,0.887142473,2017
,,,SACD,Value (Adjusted),2018,2018,,$0.9M,1,0.875277267,0.875277267,2018
,,,SACD,Value (Adjusted),2019,2019,,$0.4M,1,0.433302292,0.433302292,2019
,,,SoundExchange Distributions,Value (Adjusted),1973,1973,,,1,,,1973
,,,SoundExchange Distributions,Value (Adjusted),1974,1974,,,1,,,1974
,,,SoundExchange Distributions,Value (Adjusted),1975,1975,,,1,,,1975
,,,SoundExchange Distributions,Value (Adjusted),1976,1976,,,1,,,1976
,,,SoundExchange Distributions,Value (Adjusted),1977,1977,,,1,,,1977
,,,SoundExchange Distributions,Value (Adjusted),1978,1978,,,1,,,1978
,,,SoundExchange Distributions,Value (Adjusted),1979,1979,,,1,,,1979
,,,SoundExchange Distributions,Value (Adjusted),1980,1980,,,1,,,1980
,,,SoundExchange Distributions,Value (Adjusted),1981,1981,,,1,,,1981
,,,SoundExchange Distributions,Value (Adjusted),1982,1982,,,1,,,1982
,,,SoundExchange Distributions,Value (Adjusted),1983,1983,,,1,,,1983
,,,SoundExchange Distributions,Value (Adjusted),1984,1984,,,1,,,1984
,,,SoundExchange Distributions,Value (Adjusted),1985,1985,,,1,,,1985
,,,SoundExchange Distributions,Value (Adjusted),1986,1986,,,1,,,1986
,,,SoundExchange Distributions,Value (Adjusted),1987,1987,,,1,,,1987
,,,SoundExchange Distributions,Value (Adjusted),1988,1988,,,1,,,1988
,,,SoundExchange Distributions,Value (Adjusted),1989,1989,,,1,,,1989
,,,SoundExchange Distributions,Value (Adjusted),1990,1990,,,1,,,1990
,,,SoundExchange Distributions,Value (Adjusted),1991,1991,,,1,,,1991
,,,SoundExchange Distributions,Value (Adjusted),1992,1992,,,1,,,1992
,,,SoundExchange Distributions,Value (Adjusted),1993,1993,,,1,,,1993
,,,SoundExchange Distributions,Value (Adjusted),1994,1994,,,1,,,1994
,,,SoundExchange Distributions,Value (Adjusted),1995,1995,,,1,,,1995
,,,SoundExchange Distributions,Value (Adjusted),1996,1996,,,1,,,1996
,,,SoundExchange Distributions,Value (Adjusted),1997,1997,,,1,,,1997
,,,SoundExchange Distributions,Value (Adjusted),1998,1998,,,1,,,1998
,,,SoundExchange Distributions,Value (Adjusted),1999,1999,,,1,,,1999
,,,SoundExchange Distributions,Value (Adjusted),2000,2000,,,1,,,2000
,,,SoundExchange Distributions,Value (Adjusted),2001,2001,,,1,,,2001
,,,SoundExchange Distributions,Value (Adjusted),2002,2002,,,1,,,2002
,,,SoundExchange Distributions,Value (Adjusted),2003,2003,,,1,,,2003
,,,SoundExchange Distributions,Value (Adjusted),2004,2004,,$9.3M,1,9.338450503,9.338450503,2004
,,,SoundExchange Distributions,Value (Adjusted),2005,2005,,$26.7M,1,26.704571429,26.704571429,2005
,,,SoundExchange Distributions,Value (Adjusted),2006,2006,,$41.6M,1,41.594988095,41.594988095,2006
,,,SoundExchange Distributions,Value (Adjusted),2007,2007,,$44.6M,1,44.644396527,44.644396527,2007
,,,SoundExchange Distributions,Value (Adjusted),2008,2008,,$118.7M,1,118.74288793,118.74288793,2008
,,,SoundExchange Distributions,Value (Adjusted),2009,2009,,$185.3M,1,185.304462633,185.304462633,2009
,,,SoundExchange Distributions,Value (Adjusted),2010,2010,,$292.2M,1,292.171389001,292.171389001,2010
,,,SoundExchange Distributions,Value (Adjusted),2011,2011,,$331.9M,1,331.875948591,331.875948591,2011
,,,SoundExchange Distributions,Value (Adjusted),2012,2012,,$514.4M,1,514.445211983,514.445211983,2012
,,,SoundExchange Distributions,Value (Adjusted),2013,2013,,$647.9M,1,647.930273827,647.930273827,2013
,,,SoundExchange Distributions,Value (Adjusted),2014,2014,,$835.2M,1,835.213587287,835.213587287,2014
,,,SoundExchange Distributions,Value (Adjusted),2015,2015,,$865.7M,1,865.719793095,865.719793095,2015
,,,SoundExchange Distributions,Value (Adjusted),2016,2016,,$941.5M,1,941.535964784,941.535964784,2016
,,,SoundExchange Distributions,Value (Adjusted),2017,2017,,$680.0M,1,680.027594648,680.027594648,2017
,,,SoundExchange Distributions,Value (Adjusted),2018,2018,,$970.1M,1,970.064512738,970.064512738,2018
,,,SoundExchange Distributions,Value (Adjusted),2019,2019,,$908.2M,1,908.2,908.2,2019
,,,Synchronization,Value (Adjusted),1973,1973,,,1,,,1973
,,,Synchronization,Value (Adjusted),1974,1974,,,1,,,1974
,,,Synchronization,Value (Adjusted),1975,1975,,,1,,,1975
,,,Synchronization,Value (Adjusted),1976,1976,,,1,,,1976
,,,Synchronization,Value (Adjusted),1977,1977,,,1,,,1977
,,,Synchronization,Value (Adjusted),1978,1978,,,1,,,1978
,,,Synchronization,Value (Adjusted),1979,1979,,,1,,,1979
,,,Synchronization,Value (Adjusted),1980,1980,,,1,,,1980
,,,Synchronization,Value (Adjusted),1981,1981,,,1,,,1981
,,,Synchronization,Value (Adjusted),1982,1982,,,1,,,1982
,,,Synchronization,Value (Adjusted),1983,1983,,,1,,,1983
,,,Synchronization,Value (Adjusted),1984,1984,,,1,,,1984
,,,Synchronization,Value (Adjusted),1985,1985,,,1,,,1985
,,,Synchronization,Value (Adjusted),1986,1986,,,1,,,1986
,,,Synchronization,Value (Adjusted),1987,1987,,,1,,,1987
,,,Synchronization,Value (Adjusted),1988,1988,,,1,,,1988
,,,Synchronization,Value (Adjusted),1989,1989,,,1,,,1989
,,,Synchronization,Value (Adjusted),1990,1990,,,1,,,1990
,,,Synchronization,Value (Adjusted),1991,1991,,,1,,,1991
,,,Synchronization,Value (Adjusted),1992,1992,,,1,,,1992
,,,Synchronization,Value (Adjusted),1993,1993,,,1,,,1993
,,,Synchronization,Value (Adjusted),1994,1994,,,1,,,1994
,,,Synchronization,Value (Adjusted),1995,1995,,,1,,,1995
,,,Synchronization,Value (Adjusted),1996,1996,,,1,,,1996
,,,Synchronization,Value (Adjusted),1997,1997,,,1,,,1997
,,,Synchronization,Value (Adjusted),1998,1998,,,1,,,1998
,,,Synchronization,Value (Adjusted),1999,1999,,,1,,,1999
,,,Synchronization,Value (Adjusted),2000,2000,,,1,,,2000
,,,Synchronization,Value (Adjusted),2001,2001,,,1,,,2001
,,,Synchronization,Value (Adjusted),2002,2002,,,1,,,2002
,,,Synchronization,Value (Adjusted),2003,2003,,,1,,,2003
,,,Synchronization,Value (Adjusted),2004,2004,,,1,,,2004
,,,Synchronization,Value (Adjusted),2005,2005,,,1,,,2005
,,,Synchronization,Value (Adjusted),2006,2006,,,1,,,2006
,,,Synchronization,Value (Adjusted),2007,2007,,,1,,,2007
,,,Synchronization,Value (Adjusted),2008,2008,,,1,,,2008
,,,Synchronization,Value (Adjusted),2009,2009,,$239.8M,1,239.763716282,239.763716282,2009
,,,Synchronization,Value (Adjusted),2010,2010,,$221.2M,1,221.238928991,221.238928991,2010
,,,Synchronization,Value (Adjusted),2011,2011,,$223.3M,1,223.334328418,223.334328418,2011
,,,Synchronization,Value (Adjusted),2012,2012,,$212.2M,1,212.233985813,212.233985813,2012
,,,Synchronization,Value (Adjusted),2013,2013,,$208.2M,1,208.162343515,208.162343515,2013
,,,Synchronization,Value (Adjusted),2014,2014,,$204.9M,1,204.875818427,204.875818427,2014
,,,Synchronization,Value (Adjusted),2015,2015,,$218.9M,1,218.894529344,218.894529344,2015
,,,Synchronization,Value (Adjusted),2016,2016,,$228.8M,1,228.847859543,228.847859543,2016
,,,Synchronization,Value (Adjusted),2017,2017,,$242.1M,1,242.063251407,242.063251407,2017
,,,Synchronization,Value (Adjusted),2018,2018,,$290.7M,1,290.686928901,290.686928901,2018
,,,Synchronization,Value (Adjusted),2019,2019,,$276.3M,1,276.262360199,276.262360199,2019
,,,Vinyl Single,Value (Adjusted),1973,1973,$1.1B,,1,1094.027702703,1094.027702703,1973
,,,Vinyl Single,Value (Adjusted),1974,1974,$1.0B,,1,1006.033630832,1006.033630832,1974
,,,Vinyl Single,Value (Adjusted),1975,1975,$1.0B,,1,1005.045641264,1005.045641264,1975
,,,Vinyl Single,Value (Adjusted),1976,1976,$1.1B,,1,1101.257130053,1101.257130053,1976
,,,Vinyl Single,Value (Adjusted),1977,1977,$1.0B,,1,1034.018658416,1034.018658416,1977
,,,Vinyl Single,Value (Adjusted),1978,1978,$1.0B,,1,1020.667440184,1020.667440184,1978
,,,Vinyl Single,Value (Adjusted),1979,1979,$1.2B,,1,1245.183404959,1245.183404959,1979
,,,Vinyl Single,Value (Adjusted),1980,1980,,$775.7M,1,775.658373786,775.658373786,1980
,,,Vinyl Single,Value (Adjusted),1981,1981,,$721.1M,1,721.127115512,721.127115512,1981
,,,Vinyl Single,Value (Adjusted),1982,1982,,$749.8M,1,749.750580311,749.750580311,1982
,,,Vinyl Single,Value (Adjusted),1983,1983,,$691.2M,1,691.249298193,691.249298193,1983
,,,Vinyl Single,Value (Adjusted),1984,1984,,$735.0M,1,734.983117421,734.983117421,1984
,,,Vinyl Single,Value (Adjusted),1985,1985,,$667.7M,1,667.654433086,667.654433086,1985
,,,Vinyl Single,Value (Adjusted),1986,1986,,$532.1M,1,532.074468066,532.074468066,1986
,,,Vinyl Single,Value (Adjusted),1987,1987,,$457.5M,1,457.527007923,457.527007923,1987
,,,Vinyl Single,Value (Adjusted),1988,1988,,$389.9M,1,389.860716822,389.860716822,1988
,,,Vinyl Single,Value (Adjusted),1989,1989,,$240.0M,1,239.9877,239.9877,1989
,,,Vinyl Single,Value (Adjusted),1990,1990,,$184.7M,1,184.652033665,184.652033665,1990
,,,Vinyl Single,Value (Adjusted),1991,1991,,$119.9M,1,119.944803965,119.944803965,1991
,,,Vinyl Single,Value (Adjusted),1992,1992,,$121.0M,1,120.995187455,120.995187455,1992
,,,Vinyl Single,Value (Adjusted),1993,1993,,$90.6M,1,90.585732872,90.585732872,1993
,,,Vinyl Single,Value (Adjusted),1994,1994,,$81.4M,1,81.423821862,81.423821862,1994
,,,Vinyl Single,Value (Adjusted),1995,1995,,$78.3M,1,78.341088583,78.341088583,1995
,,,Vinyl Single,Value (Adjusted),1996,1996,,$77.4M,1,77.397753346,77.397753346,1996
,,,Vinyl Single,Value (Adjusted),1997,1997,,$56.7M,1,56.706474766,56.706474766,1997
,,,Vinyl Single,Value (Adjusted),1998,1998,,$40.3M,1,40.309109816,40.309109816,1998
,,,Vinyl Single,Value (Adjusted),1999,1999,,$42.8M,1,42.814107443,42.814107443,1999
,,,Vinyl Single,Value (Adjusted),2000,2000,,$39.0M,1,39.046336237,39.046336237,2000
,,,Vinyl Single,Value (Adjusted),2001,2001,,$45.3M,1,45.328231508,45.328231508,2001
,,,Vinyl Single,Value (Adjusted),2002,2002,,$35.4M,1,35.385543635,35.385543635,2002
,,,Vinyl Single,Value (Adjusted),2003,2003,,$29.9M,1,29.872964674,29.872964674,2003
,,,Vinyl Single,Value (Adjusted),2004,2004,,$26.9M,1,26.93263261,26.93263261,2004
,,,Vinyl Single,Value (Adjusted),2005,2005,,$17.3M,1,17.279428571,17.279428571,2005
,,,Vinyl Single,Value (Adjusted),2006,2006,,$12.6M,1,12.554584821,12.554584821,2006
,,,Vinyl Single,Value (Adjusted),2007,2007,,$4.9M,1,4.933082489,4.933082489,2007
,,,Vinyl Single,Value (Adjusted),2008,2008,,$3.4M,1,3.44354375,3.44354375,2008
,,,Vinyl Single,Value (Adjusted),2009,2009,,$3.0M,1,2.979171425,2.979171425,2009
,,,Vinyl Single,Value (Adjusted),2010,2010,,$2.7M,1,2.696605918,2.696605918,2010
,,,Vinyl Single,Value (Adjusted),2011,2011,,$5.2M,1,5.228182752,5.228182752,2011
,,,Vinyl Single,Value (Adjusted),2012,2012,,$5.3M,1,5.281477044,5.281477044,2012
,,,Vinyl Single,Value (Adjusted),2013,2013,,$3.3M,1,3.269213385,3.269213385,2013
,,,Vinyl Single,Value (Adjusted),2014,2014,,$5.9M,1,5.938887283,5.938887283,2014
,,,Vinyl Single,Value (Adjusted),2015,2015,,$6.2M,1,6.205390253,6.205390253,2015
,,,Vinyl Single,Value (Adjusted),2016,2016,,$5.2M,1,5.198931395,5.198931395,2016
,,,Vinyl Single,Value (Adjusted),2017,2017,,$6.3M,1,6.33967756,6.33967756,2017
,,,Vinyl Single,Value (Adjusted),2018,2018,,$5.4M,1,5.386196747,5.386196747,2018
,,,Vinyl Single,Value (Adjusted),2019,2019,,$6.8M,1,6.795945687,6.795945687,2019
